Sport,Team,Product ID,Product Name,Product Price,Brand Name,Product URL
NFL,arizona-cardinals,200038884,Kyler Murray Arizona Cardinals Nike Infant Game Jersey - Cardinal,49.99,Nike,https://www.fanatics.com/nfl/arizona-cardinals/kyler-murray-arizona-cardinals-nike-infant-game-jersey-cardinal/o-4627+t-47826764+p-6844008870260+z-9-2519267284
NFL,arizona-cardinals,4538990,Arizona Cardinals Girls Infant Heart to Heart Jersey Tri-Blend Dress - Cardinal/Black,29.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-girls-infant-heart-to-heart-jersey-tri-blend-dress-cardinal/black/o-1327+t-14712375+p-60500331011+z-9-3465765786
NFL,arizona-cardinals,4537982,Arizona Cardinals Girls Newborn & Infant Spreading Love Bodysuit and Tutu Leggings Set - White,29.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-girls-newborn-and-infant-spreading-love-bodysuit-and-tutu-leggings-set-white/o-4616+t-69379064+p-8250031045+z-8-2071332003
NFL,arizona-cardinals,4478455,Infant Black/Cardinal/Heathered Gray Arizona Cardinals Three-Pack Bodysuit Set,26.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/infant-black/cardinal/heathered-gray-arizona-cardinals-three-pack-bodysuit-set/o-3549+t-58600175+p-26157486790+z-9-2976119611
NFL,arizona-cardinals,4537889,"Arizona Cardinals Dream Team Newborn & Infant Bodysuit, Pants & Hat Set - White/Cardinal",29.99,Outerstuff,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-dream-team-newborn-and-infant-bodysuit-pants-and-hat-set-white/cardinal/o-2427+t-36480108+p-60279263002+z-9-2800748398
NFL,arizona-cardinals,4437641,Kyler Murray Arizona Cardinals Nike Newborn & Infant Game Romper Jersey - Cardinal,19.99,Nike,https://www.fanatics.com/nfl/arizona-cardinals/kyler-murray-arizona-cardinals-nike-newborn-and-infant-game-romper-jersey-cardinal/o-3572+t-03372386+p-04375807911+z-9-2704913546
NFL,arizona-cardinals,5015513,Newborn & Infant Cardinal/Black/Heather Gray Arizona Cardinals Three-Pack Team Wordmark Bodysuit Set,27.99,NFL Properties,https://www.fanatics.com/nfl/arizona-cardinals/newborn-and-infant-cardinal/black/heather-gray-arizona-cardinals-three-pack-team-wordmark-bodysuit-set/o-2427+t-70823464+p-61221216730+z-9-1717924952
NFL,arizona-cardinals,2135247,Patrick Peterson Arizona Cardinals Nike Infant Team Color Game Jersey - Cardinal,17.99,Nike,https://www.fanatics.com/nfl/arizona-cardinals/patrick-peterson-arizona-cardinals-nike-infant-team-color-game-jersey-cardinal/o-2483+t-70598997+p-79126927424+z-9-2211245984
NFL,arizona-cardinals,4753136,Arizona Cardinals WinCraft Newborn & Infant Rainbow Baby Bib,8.24,WinCraft,https://www.fanatics.com/nfl/arizona-cardinals/arizona-cardinals-wincraft-newborn-and-infant-rainbow-baby-bib/o-1350+t-14159020+p-82305003287+z-9-2016633673
NFL,atlanta-falcons,5016138,Kyle Pitts Atlanta Falcons Newborn & Infant Team Player Bodysuit - Red,22.99,NFL Properties,https://www.fanatics.com/nfl/atlanta-falcons/kyle-pitts-atlanta-falcons-newborn-and-infant-team-player-bodysuit-red/o-1316+t-25719087+p-94116728240+z-9-1820261571
NFL,atlanta-falcons,3143071,"Atlanta Falcons Newborn & Infant Eat, Sleep, Drool Football Three-Piece Bodysuit Set - Red/Black",29.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/atlanta-falcons-newborn-and-infant-eat-sleep-drool-football-three-piece-bodysuit-set-red/black/o-3516+t-81048943+p-14341503389+z-9-18950713
NFL,atlanta-falcons,4777499,Atlanta Falcons Infant Winning Streak T-Shirt - Black,12.99,Outerstuff,https://www.fanatics.com/nfl/atlanta-falcons/atlanta-falcons-infant-winning-streak-t-shirt-black/o-1316+t-25370132+p-71188585501+z-9-1185323689
NFL,atlanta-falcons,2499313,Atlanta Falcons WinCraft Infant Lil Fan All Pro Baby Bib,7.49,WinCraft,https://www.fanatics.com/nfl/atlanta-falcons/atlanta-falcons-wincraft-infant-lil-fan-all-pro-baby-bib/o-2494+t-25710154+p-24264387505+z-9-2959801016
